Open,High,Low,Close,Volume,
1.11375,1.11413,1.10480,1.10528,64141,
1.10527,1.10666,1.10034,1.10053,72851,
1.10062,1.10568,1.09844,1.10548,67077,
1.10544,1.10575,1.09696,1.09699,64216,
1.09695,1.10068,1.09628,1.09985,47501,
1.09987,1.10253,1.09691,1.09801,49360,
1.09800,1.10038,1.09539,1.09724,50500,
1.09725,1.10385,1.09148,1.09285,61392,
1.09284,1.09287,1.08584,1.08847,49579,
1.08811,1.08986,1.08585,1.08808,43941,
1.08809,1.09039,1.08500,1.08876,57605,
1.08875,1.09455,1.08734,1.09074,57274,
1.09068,1.09411,1.08815,1.08959,58142,
1.08962,1.09907,1.08920,1.09859,67349,
1.09896,1.09898,1.09347,1.09799,50366,
1.09797,1.10694,1.09590,1.10555,60630,
1.10558,1.11235,1.10501,1.10978,73128,
1.10977,1.11279,1.10616,1.11067,69044,
1.11071,1.11415,1.10819,1.11412,62718,
1.10653,1.11102,1.10274,1.10401,64348,
1.10399,1.10668,1.10117,1.10289,54756,
1.10285,1.13024,1.09100,1.09129,201186,
1.09125,1.09565,1.08710,1.08993,111477,
1.08988,1.09294,1.08364,1.08623,99305,
1.08408,1.08465,1.07092,1.07376,114159,
1.07375,1.08166,1.07143,1.07218,94929,
1.07215,1.07597,1.06663,1.06913,87687,
1.06912,1.07457,1.06202,1.06258,90878,
1.06260,1.06431,1.05693,1.05892,102304,
1.05934,1.06488,1.05787,1.06322,92669,
1.06320,1.06646,1.05874,1.06309,83910,
1.06310,1.06473,1.05300,1.05577,86227,
1.05557,1.05889,1.05218,1.05520,73850,
1.05496,1.06251,1.05362,1.05885,89622,
1.06081,1.06833,1.05603,1.06108,88998,
1.06106,1.06570,1.05677,1.06518,81410,
1.06519,1.06693,1.05552,1.05911,99113,
1.05912,1.06715,1.05873,1.06628,96346,
1.06629,1.06925,1.06280,1.06697,84857,
1.06211,1.07989,1.05082,1.07668,121370,
1.07666,1.07870,1.07000,1.07195,70773,
1.07205,1.07700,1.07116,1.07545,57237,
1.07542,1.08752,1.05991,1.06157,99144,
1.06163,1.06283,1.05297,1.05572,69309,
1.05323,1.06505,1.05241,1.06331,73595,
1.06330,1.06660,1.06024,1.06237,68641,
1.06250,1.06691,1.04954,1.05346,87665,
1.05345,1.05386,1.03668,1.04141,119492,
1.04142,1.04744,1.04009,1.04498,82305,
1.04415,1.04796,1.03927,1.04022,74860,
1.04020,1.04182,1.03524,1.03875,69045,
1.03886,1.04512,1.03826,1.04239,65621,
1.04241,1.04977,1.04238,1.04348,68511,
1.04346,1.04668,1.04246,1.04554,44795,
1.04543,1.04553,1.04505,1.04532,3970,
1.04536,1.04616,1.04231,1.04549,48796,
1.04546,1.04784,1.03712,1.04121,59750,
1.04123,1.04926,1.04071,1.04890,72758,
1.04880,1.06545,1.04830,1.05246,104153,
1.05144,1.05176,1.04489,1.04537,33591,
1.04536,1.04888,1.03369,1.04062,85033,
1.04063,1.05007,1.03905,1.04898,86018,
1.04888,1.06160,1.04814,1.06074,113267,
1.06073,1.06138,1.05240,1.05312,91359,
1.05293,1.05791,1.05098,1.05694,75484,
1.05709,1.06231,1.05499,1.05530,89724,
1.05540,1.06213,1.04520,1.05807,122752,
1.05809,1.06831,1.05699,1.06110,122868,
1.06112,1.06734,1.05951,1.06412,95166,
1.06092,1.06348,1.05781,1.05995,77779,
1.05996,1.07180,1.05968,1.07129,114511,
1.07131,1.07148,1.06277,1.06290,91676,
1.06289,1.06757,1.05881,1.06640,104342,
1.06629,1.07090,1.06248,1.07020,101030,
1.07050,1.07685,1.06947,1.07638,97380,
1.07637,1.07723,1.07167,1.07275,85302,
1.07277,1.07659,1.07076,1.07437,82311,
1.07439,1.07620,1.06540,1.06788,86710,
1.06778,1.07214,1.06547,1.06943,79293,
1.07143,1.07367,1.06166,1.06921,78297,
1.06910,1.08085,1.06809,1.07941,108610,
1.07939,1.08038,1.07293,1.07648,93668,
1.07649,1.08252,1.07523,1.07550,95060,
1.07549,1.07940,1.07099,1.07828,90836,
1.07847,1.07892,1.07020,1.07458,75933,
1.07457,1.07471,1.06524,1.06777,77208,
1.06778,1.07130,1.06351,1.06972,77008,
1.06974,1.07085,1.06499,1.06539,73725,
1.06538,1.06667,1.06066,1.06398,75678,
1.06277,1.06574,1.05910,1.05973,63576,
1.05971,1.06324,1.05599,1.05770,72054,
1.05768,1.06082,1.05204,1.05994,76684,
1.05991,1.06782,1.05902,1.06721,77644,
1.06718,1.06756,1.06043,1.06147,65820,
1.06067,1.06318,1.06022,1.06124,50123,
1.06122,1.06149,1.05246,1.05359,60689,
1.05358,1.05729,1.04926,1.05575,76807,
1.05573,1.05942,1.05366,1.05812,66181,
1.05809,1.06170,1.05556,1.05611,65087,
1.05630,1.06287,1.05506,1.05857,64681,
1.05855,1.06291,1.05689,1.05758,70440,
1.05749,1.05884,1.05132,1.05460,86749,
1.05463,1.05502,1.04938,1.05059,66388,
1.05055,1.06231,1.05012,1.06217,75973,
1.06080,1.06390,1.05737,1.05806,59704,
1.05805,1.06015,1.05571,1.05656,52377,
1.05654,1.05732,1.05337,1.05390,62943,
1.05393,1.06143,1.05241,1.05757,82655,
1.05754,1.06981,1.05712,1.06724,81613,
1.06770,1.07134,1.06510,1.06524,70950,
1.06519,1.06616,1.05990,1.06030,60693,
1.06029,1.07390,1.06024,1.07331,74705,
1.07315,1.07693,1.07046,1.07641,80829,
1.07630,1.07813,1.07264,1.07375,65707,
1.07331,1.07764,1.07241,1.07386,49266,
1.07389,1.08182,1.07182,1.08096,70666,
1.08090,1.08237,1.07749,1.07959,66860,
1.07955,1.08040,1.07669,1.07827,64913,
1.07816,1.08170,1.07590,1.07988,59038,
1.08308,1.09050,1.08264,1.08636,59775,
1.08635,1.08715,1.07978,1.08119,53290,
1.08121,1.08255,1.07389,1.07641,59470,
1.07646,1.07691,1.06709,1.06740,55467,
1.06728,1.07007,1.06506,1.06536,59991,
1.06582,1.06806,1.06419,1.06683,66627,
1.06687,1.06767,1.06352,1.06725,60880,
1.06714,1.06886,1.06344,1.06623,73994,
1.06620,1.06836,1.06286,1.06436,71864,
1.06435,1.06656,1.05802,1.05872,83762,
1.05850,1.06062,1.05695,1.05944,56084,
1.05939,1.06295,1.05782,1.06039,61251,
1.06039,1.06748,1.05884,1.06638,67580,
1.06617,1.06772,1.06087,1.06124,66518,
1.06120,1.06294,1.06054,1.06099,39900,
1.06120,1.06701,1.06022,1.06415,42301,
1.06399,1.07355,1.06356,1.07295,78250,
1.07296,1.07365,1.06995,1.07088,63308,
1.07085,1.07771,1.07079,1.07164,67344,
1.07160,1.07376,1.06818,1.07216,65413,
1.09101,1.09102,1.08204,1.08670,102192,
1.08669,1.09495,1.08509,1.09248,76042,
1.09228,1.09503,1.08554,1.09026,91957,
1.09046,1.09324,1.08512,1.08706,83399,
1.08707,1.09470,1.08565,1.08912,79526,
1.09074,1.09236,1.08836,1.08978,37342,
1.08981,1.09328,1.08878,1.09285,62702,
1.09288,1.09364,1.08822,1.08836,71972,
1.08847,1.09867,1.08746,1.09842,89793,
1.09831,1.09988,1.09472,1.09939,84990,
1.10186,1.10220,1.09158,1.09233,87484,
1.09236,1.09330,1.08630,1.08719,80650,
1.08715,1.08977,1.08528,1.08671,72474,
1.08663,1.08926,1.08387,1.08604,66216,
1.08605,1.09339,1.08553,1.09278,66266,
1.09285,1.09890,1.09222,1.09748,61272,
1.09722,1.10968,1.09722,1.10817,80498,
1.10813,1.11617,1.10789,1.11574,96914,
1.11567,1.11715,1.10753,1.11011,122453,
1.11012,1.12114,1.10957,1.12028,88930,
1.11912,1.12630,1.11610,1.12372,82833,
1.12360,1.12678,1.11746,1.11819,102987,
1.11820,1.12197,1.11680,1.12177,97174,
1.12183,1.12500,1.11931,1.12097,79139,
1.12094,1.12342,1.11601,1.11763,84632,
1.11656,1.11894,1.11611,1.11619,45696,
1.11624,1.12050,1.11093,1.11838,89246,
1.11846,1.12519,1.11640,1.12427,89865,
1.12431,1.12563,1.12017,1.12118,76567,
1.12117,1.12847,1.12047,1.12798,77722,
1.12704,1.12835,1.12338,1.12538,62767,
1.12536,1.12838,1.12400,1.12756,77417,
1.12762,1.12820,1.12036,1.12548,90432,
1.12539,1.12688,1.11942,1.12120,96508,
1.12121,1.12365,1.11660,1.11933,104883,
1.12042,1.12316,1.11916,1.12025,71867,
1.12020,1.12245,1.11849,1.12104,68300,
1.12095,1.12955,1.11924,1.12168,107309,
1.12170,1.12281,1.11317,1.11435,101372,
1.11440,1.12012,1.11381,1.11942,75178,
1.12067,1.12123,1.11427,1.11478,68280,
1.11479,1.11647,1.11185,1.11334,88302,
1.11336,1.11686,1.11270,1.11681,81382,
1.11671,1.11776,1.11388,1.11521,78526,
1.11507,1.12085,1.11448,1.11928,67410,
1.11960,1.12194,1.11713,1.11818,81218,
1.11806,1.13488,1.11784,1.13378,110697,
1.13360,1.13902,1.12910,1.13770,129886,
1.13758,1.14450,1.13740,1.14397,119470,
1.14389,1.14448,1.13917,1.14215,108257,
1.14175,1.14255,1.13546,1.13636,66531,
1.13630,1.13766,1.13357,1.13409,76827,
1.13421,1.13682,1.13120,1.13523,85754,
1.13511,1.14244,1.13294,1.14231,85986,
1.14219,1.14395,1.13792,1.13898,85758,
1.13967,1.14176,1.13812,1.13989,57485,
1.13985,1.14793,1.13823,1.14658,75815,
1.14648,1.14891,1.13911,1.14110,101940,
1.14117,1.14556,1.13698,1.13967,91919,
1.13968,1.14714,1.13910,1.14667,83548,
1.14680,1.14866,1.14343,1.14775,69780,
1.14777,1.15826,1.14710,1.15535,112677,
1.15530,1.15564,1.15094,1.15146,76766,
1.15132,1.16578,1.14788,1.16281,119164,
1.16279,1.16825,1.16184,1.16615,85018,
1.16620,1.16839,1.16252,1.16398,78390,
1.16396,1.17116,1.16285,1.16457,92525,
1.16459,1.17394,1.16119,1.17322,102503,
1.17328,1.17762,1.16496,1.16744,115962,
1.16747,1.17636,1.16704,1.17445,102722,
1.17456,1.18449,1.17227,1.18405,93412,
1.18407,1.18440,1.17848,1.18011,98264,
1.18011,1.19098,1.17931,1.18548,101168,
1.18550,1.18926,1.18300,1.18676,94690,
1.18679,1.18890,1.17279,1.17717,93083,
1.17721,1.18136,1.17699,1.17946,67165,
1.17948,1.18234,1.17148,1.17507,81085,
1.17446,1.17636,1.16885,1.17583,100520,
1.17575,1.17845,1.17036,1.17705,100793,
1.17707,1.18465,1.17481,1.18199,88368,
1.18215,1.18378,1.17695,1.17781,70848,
